Car ID,Title,Price,Category,Brand,Model,Year,Tax Type,Condition,Body Type,Fuel,Transmission,Color,District,City
11308259,09 ពាក់កណ្ដាល មានឃ្មំ សាង 11500,11500,Cars for Sale,Toyota,Prius,2009,Tax Paper,Used,Hatchback,Hybrid,Auto,White,Phnom Penh,Mean Chey
11668382,ឡានលក់ 6 ម៉ាស៊ីនប៉ុងពីរលីមីនធីតហ្វូពេញក្នុងលឿងបើកដំបូលតម្លៃសាងបាន,8500,Cars for Sale,Toyota,Highlander,2001,Plate Number,Used,Sedan,LPG,Auto,Blue,Phnom Penh,Tuol Kouk
11453842,Land cruiser GX-R Full option original paint all,71000,Cars for Sale,Toyota,Land Cruiser,2013,Tax Paper,Used,SUV,Petrol,Auto,White,Phnom Penh,Prampir Meakkakra
11665713,Prius 2007ហ្វូលអប់សិន​ ទឹកថ្នាំហ្សីនម៉ាជុំ​ ឡានកាលី​អត់ច្រែសអត់បុក​អូតូ​ឆែក​កប់​,11900,Cars for Sale,Toyota,Prius,2007,Tax Paper,Used,Hatchback,Hybrid,Auto,Silver,Phnom Penh,Saensokh
11642702,លក់Toyota prius 04 HF,7500,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,Hybrid,Auto,Silver,Phnom Penh,Por Senchey
11473037,Pruis ឆ្នាំ2008 ឡានថ្មីខ្លាំង full no Mab,11300,Cars for Sale,Toyota,Prius,2008,Plate Number,Used,Sedan,Petrol,Auto,Gold,Phnom Penh,Por Senchey
11645745,𝗧𝗼𝘆𝗼𝘁𝗮 𝗛𝗶𝗹𝘂𝘅 𝗥𝗲𝘃𝗼 𝗥𝗮𝗹𝗹𝘆 ឆ្នាំ 𝟮𝟬𝟮1𝐅𝐮𝐥𝐥 𝐨𝐩𝐭𝐢𝐨𝐧ម្ចាស់ដេីម,43500,Cars for Sale,Toyota,Hilux Rally,2021,Plate Number,Used,Pickup,Diesel,Auto,White,Phnom Penh,Tuol Kouk
11598547,Pruis 012,19900,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,NaN,NaN,Auto,Gray,Phnom Penh,Ruessei Kaev
11464722,🚘ព្រុស (2012)អប់សិន2 ឡានក្រដាសពន្ធ ឡានពណ៍ សកាំមៃ,19800,Cars for Sale,Toyota,Prius,2012,Tax Paper,New,Sedan,Petrol,Auto,White,Phnom Penh,Mean Chey
11509013,Prius 2011 option 3 ក្នុងលឿង ក្រដាសពន្ធ ធានាឡានមូល ទឹកថ្នាំ1ជុំ អត់បុក អត់ច្រេះ,19000,Cars for Sale,Toyota,Prius,2011,Tax Paper,New,NaN,NaN,NaN,White,Phnom Penh,Tuol Kouk
11660424,លក់ 2003 Le abs ចុច ក្នុងលឿង,9500,Cars for Sale,Toyota,Camry,2003,Plate Number,New,Sedan,Petrol,Auto,White,Phnom Penh,Mean Chey
11668502,មេឡានមហាថ្មី Rav4 L 2002 ប៉ុង1 តុបតែងម៉ាអ៊ែមគ្មានកន្លែងទាស់ ម្ចាស់ដើមប្រើតិចណាស់ ឡាននៅថ្មីខ្លាំង,9200,Cars for Sale,Toyota,RAV4,2002,Plate Number,Used,SUV,Petrol,Auto,Silver,Phnom Penh,Tuol Kouk
11184671,2010 Toyota Prius option 5 Auto 🅿️,21800,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,NaN,Auto,White,Phnom Penh,Tuol Kouk
11642493,Toyota Dyna 4WD 3តោន ក,14800,Cars for Sale,Toyota,Dyna,1997,Plate Number,Used,NaN,NaN,Manual,White,Phnom Penh,Saensokh
11532458,Toyota  hiux,15800,Cars for Sale,Toyota,Hilux Vigo,2015,Plate Number,Used,Pickup,Diesel,Manual,Silver,Phnom Penh,Kamboul
11431788,Prius 2006 Full Option ថ្មីខ្លាំង ABS នៅអេមទាំងអស់,10800,Cars for Sale,Toyota,Prius,2006,Plate Number,Used,Hatchback,Hybrid,Auto,Silver,Phnom Penh,Prampir Meakkakra
11668433,07 full option ឡានអត់បុក អត់ប៉ះ,10900,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,Sedan,Petrol,Auto,Gray,Phnom Penh,Mean Chey
11624185,Toyota Prius 2006 Half Full,12200,Cars for Sale,Toyota,Prius,2006,Tax Paper,New,NaN,NaN,NaN,Gray,Phnom Penh,Saensokh
11311666,Toyota Camry 2003 full មានកៅអីចុចបេីកដំបូល,11500,Cars for Sale,Toyota,Camry,2003,Plate Number,Used,Sedan,Petrol,Auto,White,Phnom Penh,Doun Penh
11555029,2008 VIP V8 Diesel update 2021,43500,Cars for Sale,Toyota,Land Cruiser,2008,Plate Number,Used,SUV,Diesel,Auto,White,Phnom Penh,Tuol Kouk
11665883,2019 Alphard ក្រដាសពន្ធ,96000,Cars for Sale,Toyota,Alphard,2019,Tax Paper,New,MPV (Minivan),Petrol,Auto,Black,Phnom Penh,Ruessei Kaev
11637910,Toyota Prius 05,7800,Cars for Sale,Toyota,Prius,2005,Plate Number,Used,Sedan,Petrol,Auto,Silver,Phnom Penh,Tuol Kouk
11668515,"Highlander year 2002, Pong 1, V4",11300,Cars for Sale,Toyota,Highlander,2002,Plate Number,New,Other,Petrol,Auto,Black,Phnom Penh,Mean Chey
11668573,លក់TUNDRAឆ្នាំ07ប៉ុង2រំលោះសុតរឺប្តូរទ្បានបានគ្រប់ខេត្ត,13900,Cars for Sale,Toyota,Tundra,2007,Plate Number,Used,Pickup,LPG,Auto,Silver,Phnom Penh,Mean Chey
11626505,Toyota Camry 07 hybrid Anniversary 50th,16500,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,Sedan,Hybrid,Auto,White,Phnom Penh,Mean Chey
11580683,លក់ឡានសេលិកា94,4500,Cars for Sale,Toyota,Celica,1994,Plate Number,Used,Sports,Petrol,Auto,White,Phnom Penh,Chbar Ampov
11394550,TOYOTA 4Runner 2010 limited up 2020,38500,Cars for Sale,Toyota,Fortuner,2010,Plate Number,Used,NaN,NaN,Auto,Silver,Phnom Penh,Tuol Kouk
11606453,𝐓𝐨𝐲𝐨𝐭𝐚 𝐇𝐢𝐥𝐮𝐱 𝐑𝐞𝐯𝐨 𝐑𝐚𝐥𝐥𝐲 𝟐𝟎𝟐𝟎,39500,Cars for Sale,Toyota,Hilux Rally,2020,Plate Number,Used,Pickup,Diesel,Auto,Black,Phnom Penh,Por Senchey
11661323,លក់យកលុយដូក្រវុិល,7850,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,NaN,Hybrid,Auto,Gold,Phnom Penh,Saensokh
11651423,Prius 010 option4,17700,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Hatchback,Hybrid,Auto,White,Phnom Penh,Ruessei Kaev
11614800,Prius 013 ព៍ណស option3,21600,Cars for Sale,Toyota,Prius,2013,Tax Paper,New,NaN,Petrol,NaN,White,Phnom Penh,Tuol Kouk
11629126,2002  ឡានថ្មី​ មិនបុកមិនប៉ះ​,14900,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,Gold,Phnom Penh,Saensokh
11648490,Highlander 2005 V 4 ប៉ុង១ អត់បុក ខ្ចី,15800,Cars for Sale,Toyota,Highlander,2005,Plate Number,Used,NaN,Petrol,Auto,Silver,Phnom Penh,Mean Chey
11663007,Toyota Camry 03 Le,10500,Cars for Sale,Toyota,Camry,2003,Plate Number,Used,Sedan,Petrol,Auto,Gold,Phnom Penh,Mean Chey
11273093,2012 Alphard Hybrid & សាំងសុទ្ធ ផែនឡានស្អាតៗ,30500,Cars for Sale,Toyota,Alphard,2012,Tax Paper,Used,NaN,NaN,Auto,White,Phnom Penh,Ruessei Kaev
11561259,Prius 010 option,17500,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,Sedan,Hybrid,Auto,White,Phnom Penh,Tuol Kouk
11658987,Camry 08 le,10500,Cars for Sale,Toyota,Camry,2008,Plate Number,Used,Sedan,Petrol,Auto,Gold,Phnom Penh,Ruessei Kaev
11668551,"Highlander 2003, Pong 1, V6",13500,Cars for Sale,Toyota,Highlander,2003,Plate Number,New,Other,Petrol,Auto,Gold,Phnom Penh,Mean Chey
11668445,ឡានលក់ 05 V4 កៅអី3ជួរ(ក្នុងប្រផេះ) ឡានថ្មី,15900,Cars for Sale,Toyota,Highlander,2005,Plate Number,Used,NaN,NaN,Auto,White,Phnom Penh,Dangkao
11265736,Alphard 2024 កៅអីដើកណ្តាល ខ្លាញ់គោ,184000,Cars for Sale,Toyota,Alphard,2024,Tax Paper,New,MPV (Minivan),Petrol,Auto,Black,Phnom Penh,Tuol Kouk
11560523,ឡានលក់,11500,Cars for Sale,Toyota,Highlander,2003,Plate Number,Used,SUV,Petrol,Auto,Black,Phnom Penh,Doun Penh
11631952,LAND CRUISER 2011 ឡើង 2021,48800,Cars for Sale,Toyota,Land Cruiser,2011,Plate Number,Used,SUV,Petrol,Auto,Black,Phnom Penh,Ruessei Kaev
11543330,Toyota Prius,7650,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,Sedan,Hybrid,Auto,Blue,Preah Sihanouk,Prey Nob
11643453,Alphard 2010 Option G កៅអីចុច2 DVD គូថបឺត,25800,Cars for Sale,Toyota,Alphard,2010,Tax Paper,New,MPV (Minivan),Petrol,Auto,White,Phnom Penh,Ruessei Kaev
11626911,Tacoma 03 ប៉ុងភ្លេីង ឡានថ្មី,8700,Cars for Sale,Toyota,Tacoma,2003,Plate Number,Used,Pickup,Petrol,Auto,Silver,Phnom Penh,Dangkao
11653934,Camry 2007 50th anniversary ថ្មីកប់,14900,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,Sedan,Petrol,Auto,White,Phnom Penh,Mean Chey
11648180,2010 Toyota Prius option5,18900,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,NaN,Auto,Silver,Phnom Penh,Tuol Kouk
11555029,2008 VIP V8 Diesel update 2021,43500,Cars for Sale,Toyota,Land Cruiser,2008,Plate Number,Used,SUV,Diesel,Auto,White,Phnom Penh,Tuol Kouk
11363909,Toyota Bz4X Max full ចរចារបាន,44500,Cars for Sale,Toyota,BZ4x,2024,Tax Paper,New,SUV,Electric,Auto,White,Phnom Penh,Tuol Kouk
11630087,RAV$ For Sale,7644,Cars for Sale,Toyota,RAV4,2001,Plate Number,Used,SUV,Petrol,Auto,Silver,Phnom Penh,Saensokh
11569965,Prius Prime 2017 full Advanced,29500,Cars for Sale,Toyota,Prius,2017,Plate Number,New,Sedan,Hybrid,Auto,Gray,Phnom Penh,Chrouy Changva
11657735,TOYOTA. COROLLA,3500,Cars for Sale,Toyota,Corolla,1996,Plate Number,Used,NaN,Petrol,Auto,White,Phnom Penh,Saensokh
11635601,Toyota Land cruiser Prado 2003,13000,Cars for Sale,Toyota,Land Cruiser PRADO,2003,Plate Number,Used,SUV,Diesel,Auto,Gold,Phnom Penh,Doun Penh
11222874,RAV4L  01 ប៉ុង1 full option ធានាទឹកថ្នំានៅសុីន1ជុំ100%,8500,Cars for Sale,Toyota,RAV4,2001,Plate Number,Used,SUV,Petrol,Auto,Silver,Phnom Penh,Mean Chey
11636877,012 Option 2 ក្នុងលឿង សាង 16800,16800,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,Hatchback,Hybrid,Auto,White,Phnom Penh,Mean Chey
11661715,Corolla 98 LE ឡាននៅស្អាត ល្មមប្រើ នៅថ្មី ជើងក្រោមហាប់3850$,3850,Cars for Sale,Toyota,Corolla,1998,Plate Number,Used,NaN,Petrol,Auto,Gold,Phnom Penh,Chbar Ampov
11583119,ចង់លក់ឡានមួយ 09Full nomap ធួរីង,13200,Cars for Sale,Toyota,Prius,2009,Plate Number,Used,Sedan,Petrol,Auto,White,Phnom Penh,Chamkar Mon
11525364,Toyota Prius 012 hybrid ថ្មី,19000,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,Sedan,Hybrid,Auto,White,Phnom Penh,Tuol Kouk
11611840,Toyota Tundra,15900,Cars for Sale,Toyota,Tundra,2007,Plate Number,Used,Pickup,Diesel,Auto,White,Phnom Penh,Mean Chey
11482946,Tacoma 03 ប៉ុងភ្លើង,8900,Cars for Sale,Toyota,Tacoma,2003,Plate Number,Used,Pickup,Petrol,Auto,Silver,Kampong Cham,Krong Kampong Cham
11048823,ក្រដាសពន្ធ Tundra Platinum black Edition,31500,Cars for Sale,Toyota,Tundra,2014,Tax Paper,Used,Pickup,Petrol,Auto,Black,Phnom Penh,Prampir Meakkakra
11662275,ឡានផ្ទាល់ខ្លួន,10000,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,SUV,Hybrid,Auto,Green,Phnom Penh,Por Senchey
11184671,2010 Toyota Prius option 5 Auto 🅿️,21800,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,NaN,Auto,White,Phnom Penh,Tuol Kouk
11521451,TOYOTA PRIUS 2010 Option 5 គុជ3 ចង្កៀងបាញ់ទឹក,18400,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Sedan,Hybrid,Auto,Gray,Phnom Penh,Doun Penh
11445281,Toyota Prius 010,16500,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,SUV,Hybrid,Auto,Blue,Siem Reap,Krong Siem Reab
11448371,លក់Toyota prius2004 Full,8500,Cars for Sale,Toyota,Prius,2004,Plate Number,Used,SUV,Hybrid,Auto,Silver,Phnom Penh,Chamkar Mon
11592720,𝐓𝐨𝐲𝐨𝐭𝐚 𝐏𝐫𝐚𝐝𝐨 𝟐𝟎𝟎𝟑 𝐕𝟒,17500,Cars for Sale,Toyota,Prado,2003,Plate Number,Used,SUV,Petrol,Auto,Black,Phnom Penh,Por Senchey
11559403,Toyota Prius 06 Full No map ថ្នាំសុីន១ជុំ,10200,Cars for Sale,Toyota,Prius,2006,Plate Number,Used,NaN,Petrol,Auto,Silver,Phnom Penh,Dangkao
11668277,Corolla03ប្រភេទមេឡានមហាថ្មីទាំងក្នុងនឹងក្រៅ,8500,Cars for Sale,Toyota,Corolla,2003,Plate Number,New,Other,Petrol,Auto,Gold,Phnom Penh,Mean Chey
11356931,ឡានលក់ Camry xle,10500,Cars for Sale,Toyota,Camry,2002,Plate Number,Used,Sedan,Petrol,Auto,Silver,Kampong Speu,Basedth
11631925,Toyota Prius 2008 Full Option,11350,Cars for Sale,Toyota,Prius,2008,Plate Number,Used,Sedan,Hybrid,Auto,Silver,Phnom Penh,Ruessei Kaev
11667829,ឡានលក់ដូសារី,2500,Cars for Sale,Toyota,Corolla,1994,Plate Number,Used,NaN,Diesel,Auto,Black,Phnom Penh,Dangkao
11628455,Toyota Prius 2012 Op3 Solar,19500,Cars for Sale,Toyota,Prius,2012,Tax Paper,Used,NaN,NaN,NaN,Gray,Phnom Penh,Saensokh
11617536,💥កាន់លុយត្រឹមតែ 1500$💵 មកយកឡានជិះបាន,16900,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,Sedan,Petrol,Auto,White,Phnom Penh,Ruessei Kaev
11610089,2016 Toyota Alphard Executive luonge,67000,Cars for Sale,Toyota,Alphard,2016,Tax Paper,Used,MPV (Minivan),Hybrid,Auto,Black,Phnom Penh,Tuol Kouk
11601682,Toyota Veloz 2025 ផ្ដល់ជូនពិសេស,35900,Cars for Sale,Toyota,Veloz,2025,Tax Paper,New,MPV (Minivan),Petrol,Auto,White,Phnom Penh,Saensokh
11656785,Camry 07 hybrid full អាគុយតែម3🥇,17900,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,NaN,NaN,Auto,White,Phnom Penh,Doun Penh
11467106,RAV4 2006,15500,Cars for Sale,Toyota,RAV4,2006,Plate Number,Used,SUV,Petrol,Auto,White,Phnom Penh,Mean Chey
11667407,ទំនិញថ្មីទើបមកដល់ 🔥 Alphard 2014 ក្នុងលឿង 🚘🥰,31500,Cars for Sale,Toyota,Alphard,2014,Tax Paper,Used,MPV (Minivan),Petrol,Auto,White,Phnom Penh,Preaek Pnov
11436098,Toyota Hilux Surf,6000,Cars for Sale,Toyota,Hilux Surf,2000,Plate Number,Used,SUV,Diesel,Manual,Silver,Banteay Meanchey,Krong Serei Saophoan
11137287,Sale Land Cruiser VX Fulloption,141500,Cars for Sale,Toyota,Land Cruiser,2022,Plate Number,New,SUV,Petrol,Auto,White,Phnom Penh,Tuol Kouk
11202522,Alphard 2024 កៅអីធំ ថ្មីខ្លាញ់គោ Big Seat,190000,Cars for Sale,Toyota,Alphard,2024,Tax Paper,New,MPV (Minivan),Petrol,Auto,White,Phnom Penh,Tuol Kouk
11497310,លក់Toyota 4 Runner  97 ម៉ាស័ូតប្រាដូ 4*4,4500,Cars for Sale,Toyota,4Runner,1997,Plate Number,Used,SUV,Diesel,Auto,Silver,Phnom Penh,Mean Chey
11390879,Highlander 2002 V6 P2,13800,Cars for Sale,Toyota,Highlander,2002,Plate Number,Used,SUV,Petrol,Auto,White,Phnom Penh,Kamboul
11587557,Toyota Prius,17000,Cars for Sale,Toyota,Prius,2010,Plate Number,Used,SUV,Petrol,Auto,Gold,Phnom Penh,Kamboul
11663007,Toyota Camry 03 Le,10500,Cars for Sale,Toyota,Camry,2003,Plate Number,Used,Sedan,Petrol,Auto,Gold,Phnom Penh,Mean Chey
11666639,មហាសែនថ្មី ផែនមេឡាន Highlander 04 V4 កីអី3ជួរ,13800,Cars for Sale,Toyota,Highlander,2004,Plate Number,Used,SUV,Petrol,Auto,Gray,Phnom Penh,Dangkao
11583562,Camery Le 07 black sell 15500 ចចារ,15500,Cars for Sale,Toyota,Camry,2007,Plate Number,Used,Other,Petrol,Auto,Black,Phnom Penh,Saensokh
11190571,Toyota Land Cruiser ឆ្នាំ2013 GX-R Full options,55300,Cars for Sale,Toyota,Land Cruiser,2013,Plate Number,Used,SUV,Petrol,Auto,White,Phnom Penh,Doun Penh
11650960,"🚘 ស្តុកថ្មី 2014 PLUG-IN full លក់តែ :$22,500",22500,Cars for Sale,Toyota,Prius,2014,Tax Paper,New,Sedan,Electric,Auto,White,Phnom Penh,Tuol Kouk
11419214,TOYOTA RAV4,4500,Cars for Sale,Toyota,RAV4,1996,Plate Number,Used,NaN,Petrol,Auto,Green,Phnom Penh,Por Senchey
11201528,ឡានលក់,18677,Cars for Sale,Toyota,Prius,2010,Tax Paper,New,Hatchback,Hybrid,Auto,Gray,Phnom Penh,Ruessei Kaev
11668382,ឡានលក់ 6 ម៉ាស៊ីនប៉ុងពីរលីមីនធីតហ្វូពេញក្នុងលឿងបើកដំបូលតម្លៃសាងបាន,8500,Cars for Sale,Toyota,Highlander,2001,Plate Number,Used,Sedan,LPG,Auto,Blue,Phnom Penh,Tuol Kouk
11342559,TOYOTA GRANVIA Premium 2022,95000,Cars for Sale,Toyota,Granvia,2022,Plate Number,Used,MPV (Minivan),Diesel,Auto,Black,Phnom Penh,Chrouy Changva
11469603,លក់ ឡាន Toyota Prius  ឆ្នាំ 011 option 5 តម្លៃធូរៗឡានក្រដាសពន្ធ,19500,Cars for Sale,Toyota,Prius,2011,Tax Paper,New,Sedan,Hybrid,NaN,White,Kampot,Tuek Chhou
11623893,Toyota Highlander 2004 P1,12850,Cars for Sale,Toyota,Highlander,2004,Plate Number,Used,SUV,Petrol,Auto,Red,Phnom Penh,Saensokh
11636926,07 half full ម្ចាស់ដើម មហាថ្មី គ្នានពីរ,11800,Cars for Sale,Toyota,Prius,2007,Plate Number,Used,SUV,Petrol,Auto,White,Phnom Penh,Mean Chey
11660133,ឆ្នាំ05,13200,Cars for Sale,Toyota,Tacoma,2005,Plate Number,Used,Pickup,Petrol,Auto,Gold,Phnom Penh,Saensokh
